city,pm25,pm10,population,color_pm10,color_pm25,population_count,data_value
New York,6.625,13.8150392227842,8174962,green,green,4923,13.4
Kansas City,7.6,15.8481959385901,1604389,green,green,4924,10.3
Richmond,8.5,17.7249559839495,1029581,green,green,4924,9.6
Philadelphia,9.46,19.7268333656661,5585211,green,green,4924,20.3
Philadelphia,9.46,19.7268333656661,5585211,green,green,4925,11.2
Ogden,9.2,19.1846582414512,82836,green,green,4926,8.3
Philadelphia,9.46,19.7268333656661,5585211,green,green,4927,19.1
Phoenix,8.68,18.1003079930214,1447624,green,green,4928,13.4
New York,6.625,13.8150392227842,8174962,green,green,4929,9.8
Duluth,5.1,10.6349735903697,279771,green,green,4929,6.6
Modesto,9.85,20.5400960519885,384558,yellow,green,4930,8.7
Long Beach,10.6333333333333,22.1735723877643,462236,yellow,yellow,4930,11.9
Baltimore,8.4,17.5164270900207,2266981,green,green,4930,10.6
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,4931,11.8
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,4932,13.7
Albuquerque,5,10.4264446964409,826787,green,green,4932,5.4
Kansas City,7.6,15.8481959385901,1604389,green,green,4932,12
Virginia Beach,6.7,13.9714358932308,1459945,green,green,4932,10.2
Modesto,9.85,20.5400960519885,384558,yellow,green,4933,11.7
Phoenix,8.68,18.1003079930214,1447624,green,green,4933,7.3
Fresno,13.05,27.2130206577107,711610,yellow,yellow,4933,12.9
Baltimore,8.4,17.5164270900207,2266981,green,green,4933,13.9
Dallas,8.2,17.099369302163,1317929,green,green,4933,16.8
New York,6.625,13.8150392227842,8174962,green,green,4933,19.7
Greensboro,8.05,16.7865759612698,336610,green,green,4933,7.3
Cleveland,9.7,20.2273027110953,1772872,yellow,green,4934,13.4
South Bend,9,18.7676004535936,101045,green,green,4935,10.7
Glendale,6.7,13.9714358932308,226441,green,green,4935,12.6
New York,6.625,13.8150392227842,8174962,green,green,4935,8.2
Minneapolis,7.35,15.3268737037681,382603,green,green,4938,6
New York,6.625,13.8150392227842,8174962,green,green,4939,11.4
Mesa,6.7,13.9714358932308,440134,green,green,4939,8.2
Tacoma,7.06666666666667,14.7360418376364,198397,green,green,4940,8.1
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,4940,10.3
Victorville,7.5,15.6396670446613,115921,green,green,4941,10.7
Bloomington,6.7,13.9714358932308,159549,green,green,4941,8.4
New York,6.625,13.8150392227842,8174962,green,green,4942,5.1
Philadelphia,9.46,19.7268333656661,5585211,green,green,4942,6.8
New York,6.625,13.8150392227842,8174962,green,green,4942,11.5
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,4943,15
Concord,5.9,12.3032047418002,650099,green,green,4945,7.9
Boston,6.7,13.9714358932308,4249036,green,green,4945,14
Tempe,7.35,15.3268737037681,161780,green,green,4946,7.1
Long Beach,10.6333333333333,22.1735723877643,462236,yellow,yellow,4947,13.8
New York,6.625,13.8150392227842,8174962,green,green,4947,14.7
Seattle,5.975,12.4596014122468,3248724,green,green,4948,3.6
Bloomington,6.7,13.9714358932308,159549,green,green,4948,7.5
New York,6.625,13.8150392227842,8174962,green,green,4949,4.3
Bloomington,6.7,13.9714358932308,159549,green,green,4950,8.3
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,4951,12.6
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,4951,11.1
Springfield,7.1,14.805551468946,646013,green,green,4951,10.5
Baltimore,8.4,17.5164270900207,2266981,green,green,4952,12.8
Greenville,9.6,20.0187738171665,462567,yellow,green,4952,6.6
Jacksonville,7.3,15.2226092568037,1171962,green,green,4953,11.8
Mesa,6.7,13.9714358932308,440134,green,green,4953,7.7
Newark,8.5,17.7249559839495,277149,green,green,4954,9.8
Mesa,6.7,13.9714358932308,440134,green,green,4955,10.3
Phoenix,8.68,18.1003079930214,1447624,green,green,4956,12.9
St. Louis,8.8375,18.4287410009592,2183942,green,green,4958,11.5
San Jose,8.75,18.2462782187715,1729674,green,green,4958,5.9
Kansas City,7.6,15.8481959385901,1604389,green,green,4958,8.4
Fresno,13.05,27.2130206577107,711610,yellow,yellow,4959,14.7
Greensboro,8.05,16.7865759612698,336610,green,green,4961,8.7
Raleigh,8.9,18.5590715596648,1139770,green,green,4961,9.2
Fort Collins,6.8,14.1799647871596,144344,green,green,4961,5
Richmond,8.5,17.7249559839495,1029581,green,green,4961,10.1
Seattle,5.975,12.4596014122468,3248724,green,green,4962,6.8
Philadelphia,9.46,19.7268333656661,5585211,green,green,4962,8.4
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,4962,8.7
Miami,7.85,16.3695181734122,5817221,green,green,4963,18.7
New York,6.625,13.8150392227842,8174962,green,green,4963,10.9
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,4963,12.8
Detroit,8.4,17.5164270900207,3639050,green,green,4964,15.3
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,4966,12.8
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,4967,12.2
Dallas,8.2,17.099369302163,1317929,green,green,4967,5.5
Tacoma,7.06666666666667,14.7360418376364,198397,green,green,4968,8.9
New York,6.625,13.8150392227842,8174962,green,green,4968,8.7
Long Beach,10.6333333333333,22.1735723877643,462236,yellow,yellow,4969,6.2
Jacksonville,7.3,15.2226092568037,1171962,green,green,4970,21.5
Denver,8.17222222222222,17.041444609405,693060,green,green,4970,4.2
New York,6.625,13.8150392227842,8174962,green,green,4970,11
Fort Wayne,8.36666666666667,17.4469174587111,326960,green,green,4971,10.5
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,4971,5.1
Philadelphia,9.46,19.7268333656661,5585211,green,green,4971,10.4
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,4971,6.8
Missoula,7.3,15.2226092568037,109299,green,green,4972,6.8
Minneapolis,7.35,15.3268737037681,382603,green,green,4972,7
Virginia Beach,6.7,13.9714358932308,1459945,green,green,4972,7.9
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,4972,12.5
Oakland,7.83333333333333,16.3347633577574,420005,green,green,4972,12.4
Denver,8.17222222222222,17.041444609405,693060,green,green,4972,9.5
New York,6.625,13.8150392227842,8174962,green,green,4973,7.7
Dallas,8.2,17.099369302163,1317929,green,green,4974,13.7
Baltimore,8.4,17.5164270900207,2266981,green,green,4974,9
Louisville,8.15,16.9951048551986,1031932,green,green,4975,8.2
Dallas,8.2,17.099369302163,1317929,green,green,4975,11.9
Albuquerque,5,10.4264446964409,826787,green,green,4975,7.6
New York,6.625,13.8150392227842,8174962,green,green,4976,5.2
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,4977,6.8
Fresno,13.05,27.2130206577107,711610,yellow,yellow,4978,9.8
Louisville,8.15,16.9951048551986,1031932,green,green,4978,12.4
Boston,6.7,13.9714358932308,4249036,green,green,4979,16.8
New York,6.625,13.8150392227842,8174962,green,green,4979,11.2
Davenport,8.1,16.8908404082342,102612,green,green,4981,8.9
St. Louis,8.8375,18.4287410009592,2183942,green,green,4983,21.2
Davie,5.9,12.3032047418002,101871,green,green,4984,7.3
Las Vegas,9.1,18.9761293475224,2270187,green,green,4984,7.9
Fayetteville,8.5,17.7249559839495,328726,green,green,4985,11.9
Boston,6.7,13.9714358932308,4249036,green,green,4985,5.8
San Jose,8.75,18.2462782187715,1729674,green,green,4986,9.6
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,4987,10.5
Reno,6,12.5117336357291,446831,green,green,4987,7
El Paso,9.6,20.0187738171665,876991,yellow,green,4988,12.2
Vallejo,7.95,16.578047067341,115940,green,green,4988,11.4
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,4989,10.5
Honolulu,3.1,6.46439571179334,847986,green,green,4990,11.9
New York,6.625,13.8150392227842,8174962,green,green,4990,10.5
Ontario,14.8,30.862276301465,163921,darkred,yellow,4990,10.8
Glendale,6.7,13.9714358932308,226441,green,green,4990,8.7
Reno,6,12.5117336357291,446831,green,green,4991,6.3
San Francisco,7.5,15.6396670446613,870887,green,green,4992,11
Lexington,8.5,17.7249559839495,18931,green,green,4992,10.8
Baltimore,8.4,17.5164270900207,2266981,green,green,4992,12.7
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,4993,8.4
Atlanta,10.8,22.5211205443123,5142140,yellow,yellow,4993,5.6
Anchorage,5.65,11.7818825069782,380821,green,green,4993,7.4
Las Vegas,9.1,18.9761293475224,2270187,green,green,4994,8.4
Phoenix,8.68,18.1003079930214,1447624,green,green,4995,10.1
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,4995,8.8
Denver,8.17222222222222,17.041444609405,693060,green,green,4995,6
Concord,5.9,12.3032047418002,650099,green,green,4996,8.8
San Francisco,7.5,15.6396670446613,870887,green,green,4996,7.2
Fresno,13.05,27.2130206577107,711610,yellow,yellow,4997,9.7
Santa Maria,7,14.5970225750172,99597,green,green,4997,11.8
Virginia Beach,6.7,13.9714358932308,1459945,green,green,4998,9.8
Philadelphia,9.46,19.7268333656661,5585211,green,green,4998,9.5
Phoenix,8.68,18.1003079930214,1447624,green,green,4999,12.4
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,5000,11.2
Stockton,12.65,26.3789050819954,403353,yellow,yellow,5001,15.9
New York,6.625,13.8150392227842,8174962,green,green,5001,12.9
Glendale,6.7,13.9714358932308,226441,green,green,5001,10.6
San Jose,8.75,18.2462782187715,1729674,green,green,5002,11.7
Denver,8.17222222222222,17.041444609405,693060,green,green,5003,6
Detroit,8.4,17.5164270900207,3639050,green,green,5004,12.5
Kansas City,7.6,15.8481959385901,1604389,green,green,5004,9.7
Quincy,8.8,18.3505426657359,1728,green,green,5004,9
Dallas,8.2,17.099369302163,1317929,green,green,5005,10.8
Phoenix,8.68,18.1003079930214,1447624,green,green,5006,10
Nashville,9.1,18.9761293475224,969587,green,green,5007,11.1
Washington,7.2,15.0140803628749,4955139,green,green,5008,4.7
Simi Valley,8.65,18.0377493248427,124239,green,green,5008,8.8
Kansas City,7.6,15.8481959385901,1604389,green,green,5009,7
Jacksonville,7.3,15.2226092568037,1171962,green,green,5009,7.3
Henderson,7.4,15.4311381507325,257295,green,green,5009,9.4
Richmond,8.5,17.7249559839495,1029581,green,green,5010,18.1
Napa,8.5,17.7249559839495,136484,green,green,5013,8.3
Dallas,8.2,17.099369302163,1317929,green,green,5013,12.1
Kansas City,7.6,15.8481959385901,1604389,green,green,5015,7.1
El Paso,9.6,20.0187738171665,876991,yellow,green,5015,13.3
Davenport,8.1,16.8908404082342,102612,green,green,5015,8.9
Tacoma,7.06666666666667,14.7360418376364,198397,green,green,5015,10.4
St. Louis,8.8375,18.4287410009592,2183942,green,green,5016,20.5
Napa,8.5,17.7249559839495,136484,green,green,5016,9.1
Las Vegas,9.1,18.9761293475224,2270187,green,green,5016,9.3
New York,6.625,13.8150392227842,8174962,green,green,5017,11.8
Henderson,7.4,15.4311381507325,257295,green,green,5017,8.5
Victorville,7.5,15.6396670446613,115921,green,green,5017,14.5
Jacksonville,7.3,15.2226092568037,1171962,green,green,5017,22
Phoenix,8.68,18.1003079930214,1447624,green,green,5017,9.9
Phoenix,8.68,18.1003079930214,1447624,green,green,5017,14.9
Las Vegas,9.1,18.9761293475224,2270187,green,green,5019,11
Fort Wayne,8.36666666666667,17.4469174587111,326960,green,green,5019,8.9
North Las Vegas,10.2,21.2699471807394,216686,yellow,yellow,5019,6.9
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,5020,11.7
Stockton,12.65,26.3789050819954,403353,yellow,yellow,5020,15.7
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,5020,8.9
San Francisco,7.5,15.6396670446613,870887,green,green,5021,10.1
Bridgeport,8.6,17.9334848778783,144236,green,green,5021,6.9
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,5021,9.5
El Paso,9.6,20.0187738171665,876991,yellow,green,5021,10.6
Fayetteville,8.5,17.7249559839495,328726,green,green,5022,10.7
El Paso,9.6,20.0187738171665,876991,yellow,green,5023,8.9
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,5024,14.2
Davie,5.9,12.3032047418002,101871,green,green,5024,5.9
Boston,6.7,13.9714358932308,4249036,green,green,5025,17.1
New York,6.625,13.8150392227842,8174962,green,green,5027,11.9
Glendale,6.7,13.9714358932308,226441,green,green,5027,10.1
Dallas,8.2,17.099369302163,1317929,green,green,5028,6
New York,6.625,13.8150392227842,8174962,green,green,5028,8.4
Wilmington,8.9,18.5590715596648,254884,green,green,5028,8.1
Philadelphia,9.46,19.7268333656661,5585211,green,green,5028,20.8
Nashville,9.1,18.9761293475224,969587,green,green,5029,11.1
Springfield,7.1,14.805551468946,646013,green,green,5029,11.6
Nashville,9.1,18.9761293475224,969587,green,green,5032,10.6
Phoenix,8.68,18.1003079930214,1447624,green,green,5033,10.4
Long Beach,10.6333333333333,22.1735723877643,462236,yellow,yellow,5033,11.3
Phoenix,8.68,18.1003079930214,1447624,green,green,5033,11.7
Elizabeth,9.6,20.0187738171665,124969,yellow,green,5033,13.3
Honolulu,3.1,6.46439571179334,847986,green,green,5035,11.2
Henderson,7.4,15.4311381507325,257295,green,green,5035,9.1
New York,6.625,13.8150392227842,8174962,green,green,5036,5.6
New York,6.625,13.8150392227842,8174962,green,green,5038,12.1
Modesto,9.85,20.5400960519885,384558,yellow,green,5038,12.8
Honolulu,3.1,6.46439571179334,847986,green,green,5040,10.7
Phoenix,8.68,18.1003079930214,1447624,green,green,5040,7.5
Duluth,5.1,10.6349735903697,279771,green,green,5043,7.4
Jersey City,8.75,18.2462782187715,264152,green,green,5044,6.1
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,5045,9.9
Albuquerque,5,10.4264446964409,826787,green,green,5045,7.4
Greensboro,8.05,16.7865759612698,336610,green,green,5046,12.2
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,5046,8.2
New York,6.625,13.8150392227842,8174962,green,green,5047,16.7
St. Paul,6.65,13.8671714462664,285063,green,green,5048,7.3
Oakland,7.83333333333333,16.3347633577574,420005,green,green,5048,8.7
Yuma,8.3,17.3078981960919,195751,green,green,5048,10.6
Lynn,5,10.4264446964409,90329,green,green,5048,8.3
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,5049,13.6
Mesa,6.7,13.9714358932308,440134,green,green,5049,10
Anchorage,5.65,11.7818825069782,380821,green,green,5050,6.6
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,5050,10.8
Dallas,8.2,17.099369302163,1317929,green,green,5051,22.4
Washington,7.2,15.0140803628749,4955139,green,green,5051,3.2
New York,6.625,13.8150392227842,8174962,green,green,5052,8.5
Phoenix,8.68,18.1003079930214,1447624,green,green,5053,13.5
Anchorage,5.65,11.7818825069782,380821,green,green,5053,8.1
Camden,9.7,20.2273027110953,79877,yellow,green,5053,22.2
Fresno,13.05,27.2130206577107,711610,yellow,yellow,5054,9.9
Seattle,5.975,12.4596014122468,3248724,green,green,5055,4.5
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,5055,13.3
Phoenix,8.68,18.1003079930214,1447624,green,green,5055,12.2
New York,6.625,13.8150392227842,8174962,green,green,5055,4.7
New York,6.625,13.8150392227842,8174962,green,green,5056,16.5
Honolulu,3.1,6.46439571179334,847986,green,green,5057,10.7
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,5057,9.5
Ontario,14.8,30.862276301465,163921,darkred,yellow,5058,11.2
Phoenix,8.68,18.1003079930214,1447624,green,green,5058,12.2
Davenport,8.1,16.8908404082342,102612,green,green,5058,7.7
Henderson,7.4,15.4311381507325,257295,green,green,5059,9.6
New York,6.625,13.8150392227842,8174962,green,green,5059,11.2
Seattle,5.975,12.4596014122468,3248724,green,green,5059,5.1
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,5060,9.1
Anaheim,9.4,19.6017160293089,351043,green,green,5061,9.1
New York,6.625,13.8150392227842,8174962,green,green,5061,10.8
Fresno,13.05,27.2130206577107,711610,yellow,yellow,5062,10.5
Salt Lake City,8.71666666666667,18.1767685874619,1095726,green,green,5062,10.5
Clarksville,7.8,16.2652537264478,260625,green,green,5062,7
Henderson,7.4,15.4311381507325,257295,green,green,5062,8
Louisville,8.15,16.9951048551986,1031932,green,green,5062,15.8
Honolulu,3.1,6.46439571179334,847986,green,green,5063,11.4
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,5063,3.2
Greensboro,8.05,16.7865759612698,336610,green,green,5063,8.5
Salt Lake City,8.71666666666667,18.1767685874619,1095726,green,green,5063,10.4
Oakland,7.83333333333333,16.3347633577574,420005,green,green,5063,11.4
Providence,7.8,16.2652537264478,1196451,green,green,5064,8.5
New York,6.625,13.8150392227842,8174962,green,green,5064,10.8
Albuquerque,5,10.4264446964409,826787,green,green,5064,8.7
New York,6.625,13.8150392227842,8174962,green,green,5065,12.4
Baton Rouge,10.3333333333333,21.5479857059777,663232,yellow,yellow,5066,8.7
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,5066,14
Springfield,7.1,14.805551468946,646013,green,green,5067,8.9
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,5067,11.8
Albuquerque,5,10.4264446964409,826787,green,green,5067,8.5
New York,6.625,13.8150392227842,8174962,green,green,5068,12.2
Greensboro,8.05,16.7865759612698,336610,green,green,5068,8.3
Dallas,8.2,17.099369302163,1317929,green,green,5068,11.3
Lancaster,8.95,18.6633360066292,448969,green,green,5069,8.6
San Francisco,7.5,15.6396670446613,870887,green,green,5069,4.3
Jacksonville,7.3,15.2226092568037,1171962,green,green,5069,11
Cedar Rapids,7.8,16.2652537264478,257940,green,green,5069,7.1
Albany,8.65,18.0377493248427,613043,green,green,5071,9.8
Fall River,5.4,11.2605602721561,88857,green,green,5071,11.9
New York,6.625,13.8150392227842,8174962,green,green,5071,11.3
Vallejo,7.95,16.578047067341,115940,green,green,5072,13.5
Baltimore,8.4,17.5164270900207,2266981,green,green,5072,7.3
San Jose,8.75,18.2462782187715,1729674,green,green,5073,7.7
Baltimore,8.4,17.5164270900207,2266981,green,green,5073,11.7
New York,6.625,13.8150392227842,8174962,green,green,5074,11.7
Phoenix,8.68,18.1003079930214,1447624,green,green,5074,8.2
New York,6.625,13.8150392227842,8174962,green,green,5074,8.6
San Francisco,7.5,15.6396670446613,870887,green,green,5075,11.4
San Jose,8.75,18.2462782187715,1729674,green,green,5075,8.1
Albuquerque,5,10.4264446964409,826787,green,green,5075,6.7
Philadelphia,9.46,19.7268333656661,5585211,green,green,5076,17.7
Elizabeth,9.6,20.0187738171665,124969,yellow,green,5077,13.2
Boston,6.7,13.9714358932308,4249036,green,green,5077,7.7
Salinas,5.7,11.8861469539426,415057,green,green,5078,10.2
San Francisco,7.5,15.6396670446613,870887,green,green,5078,6.6
Dallas,8.2,17.099369302163,1317929,green,green,5080,19
Las Vegas,9.1,18.9761293475224,2270187,green,green,5080,10
Fort Collins,6.8,14.1799647871596,144344,green,green,5080,5.6
Jacksonville,7.3,15.2226092568037,1171962,green,green,5081,8.8
Dallas,8.2,17.099369302163,1317929,green,green,5081,7.9
Fort Collins,6.8,14.1799647871596,144344,green,green,5082,3.1
San Francisco,7.5,15.6396670446613,870887,green,green,5083,5.3
San Jose,8.75,18.2462782187715,1729674,green,green,5085,8.2
San Jose,8.75,18.2462782187715,1729674,green,green,5088,15.9
Las Vegas,9.1,18.9761293475224,2270187,green,green,5088,9.1
Lancaster,8.95,18.6633360066292,448969,green,green,5089,11.1
Des Moines,7.15,14.9098159159105,496779,green,green,5089,8.8
New York,6.625,13.8150392227842,8174962,green,green,5089,6.9
New York,6.625,13.8150392227842,8174962,green,green,5090,11.4
Kansas City,7.6,15.8481959385901,1604389,green,green,5092,9.3
Phoenix,8.68,18.1003079930214,1447624,green,green,5092,8.5
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,5092,13.7
Richmond,8.5,17.7249559839495,1029581,green,green,5093,12.4
Denver,8.17222222222222,17.041444609405,693060,green,green,5093,7.7
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,5093,9.3
Phoenix,8.68,18.1003079930214,1447624,green,green,5093,9.2
New York,6.625,13.8150392227842,8174962,green,green,5093,15.1
Honolulu,3.1,6.46439571179334,847986,green,green,5093,4.8
New York,6.625,13.8150392227842,8174962,green,green,5094,14.5
New York,6.625,13.8150392227842,8174962,green,green,5094,11.9
San Francisco,7.5,15.6396670446613,870887,green,green,5096,5.4
Fall River,5.4,11.2605602721561,88857,green,green,5096,10.6
Anaheim,9.4,19.6017160293089,351043,green,green,5097,12.3
Honolulu,3.1,6.46439571179334,847986,green,green,5098,12.7
Long Beach,10.6333333333333,22.1735723877643,462236,yellow,yellow,5098,7.3
Fresno,13.05,27.2130206577107,711610,yellow,yellow,5098,13.5
Sparks,7,14.5970225750172,90258,green,green,5098,7.6
Honolulu,3.1,6.46439571179334,847986,green,green,5098,12
San Jose,8.75,18.2462782187715,1729674,green,green,5099,7.4
Salt Lake City,8.71666666666667,18.1767685874619,1095726,green,green,5099,9.7
Redwood City,8.3,17.3078981960919,76802,green,green,5099,7.9
Sparks,7,14.5970225750172,90258,green,green,5100,6.4
Ontario,14.8,30.862276301465,163921,darkred,yellow,5100,10.7
San Jose,8.75,18.2462782187715,1729674,green,green,5101,10.9
New York,6.625,13.8150392227842,8174962,green,green,5101,12.7
New York,6.625,13.8150392227842,8174962,green,green,5102,18.1
Tempe,7.35,15.3268737037681,161780,green,green,5102,5.2
Las Vegas,9.1,18.9761293475224,2270187,green,green,5103,11.4
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,5103,11.6
New York,6.625,13.8150392227842,8174962,green,green,5103,12.3
Anchorage,5.65,11.7818825069782,380821,green,green,5104,8.9
Las Vegas,9.1,18.9761293475224,2270187,green,green,5104,13.6
Springfield,7.1,14.805551468946,646013,green,green,5104,9.1
Philadelphia,9.46,19.7268333656661,5585211,green,green,5105,9.9
San Francisco,7.5,15.6396670446613,870887,green,green,5106,8.9
Boston,6.7,13.9714358932308,4249036,green,green,5107,11.8
Anchorage,5.65,11.7818825069782,380821,green,green,5107,7.5
Phoenix,8.68,18.1003079930214,1447624,green,green,5107,8.9
Phoenix,8.68,18.1003079930214,1447624,green,green,5107,11.9
Jacksonville,7.3,15.2226092568037,1171962,green,green,5108,9.5
Springfield,7.1,14.805551468946,646013,green,green,5108,9.2
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,5108,8.4
New York,6.625,13.8150392227842,8174962,green,green,5110,16.6
Fresno,13.05,27.2130206577107,711610,yellow,yellow,5111,8.4
Las Vegas,9.1,18.9761293475224,2270187,green,green,5112,8.5
New York,6.625,13.8150392227842,8174962,green,green,5113,9.6
Albuquerque,5,10.4264446964409,826787,green,green,5113,7.6
Boston,6.7,13.9714358932308,4249036,green,green,5115,11.3
Richmond,8.5,17.7249559839495,1029581,green,green,5115,19.6
Honolulu,3.1,6.46439571179334,847986,green,green,5115,11.7
Baltimore,8.4,17.5164270900207,2266981,green,green,5116,11.5
Long Beach,10.6333333333333,22.1735723877643,462236,yellow,yellow,5119,8
Lexington,8.5,17.7249559839495,18931,green,green,5119,6.4
Phoenix,8.68,18.1003079930214,1447624,green,green,5121,8.4
Raleigh,8.9,18.5590715596648,1139770,green,green,5123,10.3
Hartford,7.25,15.1183448098393,962996,green,green,5123,13.9
Phoenix,8.68,18.1003079930214,1447624,green,green,5124,8.1
Omaha,7.3,15.2226092568037,780190,green,green,5124,8.2
Jacksonville,7.3,15.2226092568037,1171962,green,green,5125,10.5
Phoenix,8.68,18.1003079930214,1447624,green,green,5125,9.4
Virginia Beach,6.7,13.9714358932308,1459945,green,green,5126,10
New York,6.625,13.8150392227842,8174962,green,green,5126,10.2
Denver,8.17222222222222,17.041444609405,693060,green,green,5127,11.3
Durham,8.65,18.0377493248427,382537,green,green,5127,9
Philadelphia,9.46,19.7268333656661,5585211,green,green,5128,13.2
New York,6.625,13.8150392227842,8174962,green,green,5128,12.8
Mesa,6.7,13.9714358932308,440134,green,green,5129,8.3
Philadelphia,9.46,19.7268333656661,5585211,green,green,5129,9.1
Philadelphia,9.46,19.7268333656661,5585211,green,green,5129,7.3
Bloomington,6.7,13.9714358932308,159549,green,green,5130,5.8
Phoenix,8.68,18.1003079930214,1447624,green,green,5131,9.3
Baton Rouge,10.3333333333333,21.5479857059777,663232,yellow,yellow,5132,10
Bloomington,6.7,13.9714358932308,159549,green,green,5134,3.9
Honolulu,3.1,6.46439571179334,847986,green,green,5136,11.6
Charleston,7.3,15.2226092568037,227078,green,green,5137,14.7
Philadelphia,9.46,19.7268333656661,5585211,green,green,5137,4.6
San Francisco,7.5,15.6396670446613,870887,green,green,5137,8.5
Philadelphia,9.46,19.7268333656661,5585211,green,green,5137,8.8
Kansas City,7.6,15.8481959385901,1604389,green,green,5138,10.6
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,5138,7.4
Dallas,8.2,17.099369302163,1317929,green,green,5140,9.1
New York,6.625,13.8150392227842,8174962,green,green,5141,5.6
Long Beach,10.6333333333333,22.1735723877643,462236,yellow,yellow,5141,7.3
New York,6.625,13.8150392227842,8174962,green,green,5141,8.9
Greenville,9.6,20.0187738171665,462567,yellow,green,5142,9.6
St. Paul,6.65,13.8671714462664,285063,green,green,5143,3.4
Newark,8.5,17.7249559839495,277149,green,green,5143,9.1
New York,6.625,13.8150392227842,8174962,green,green,5145,3.2
Virginia Beach,6.7,13.9714358932308,1459945,green,green,5145,9.4
Ontario,14.8,30.862276301465,163921,darkred,yellow,5145,9.4
Seattle,5.975,12.4596014122468,3248724,green,green,5145,6.9
Honolulu,3.1,6.46439571179334,847986,green,green,5145,11.7
Seattle,5.975,12.4596014122468,3248724,green,green,5147,5.3
Richmond,8.5,17.7249559839495,1029581,green,green,5148,18.9
Thousand Oaks,9.6,20.0187738171665,126522,yellow,green,5149,7.3
Seattle,5.975,12.4596014122468,3248724,green,green,5150,5.2
Albuquerque,5,10.4264446964409,826787,green,green,5150,12.7
Nashville,9.1,18.9761293475224,969587,green,green,5150,20.7
Allentown,10.5,21.8955338625258,120443,yellow,yellow,5151,12.3
New York,6.625,13.8150392227842,8174962,green,green,5153,10.6
Long Beach,10.6333333333333,22.1735723877643,462236,yellow,yellow,5153,9.7
Boston,6.7,13.9714358932308,4249036,green,green,5154,10
Long Beach,10.6333333333333,22.1735723877643,462236,yellow,yellow,5155,12.1
Quincy,8.8,18.3505426657359,1728,green,green,5155,9.9
Gary,9.175,19.132526017969,76424,green,green,5155,19.7
Honolulu,3.1,6.46439571179334,847986,green,green,5155,13.8
Simi Valley,8.65,18.0377493248427,124239,green,green,5156,8.2
Phoenix,8.68,18.1003079930214,1447624,green,green,5156,9
New York,6.625,13.8150392227842,8174962,green,green,5156,4.2
Detroit,8.4,17.5164270900207,3639050,green,green,5158,18.3
Yuma,8.3,17.3078981960919,195751,green,green,5158,11.9
Honolulu,3.1,6.46439571179334,847986,green,green,5160,12.4
Miami,7.85,16.3695181734122,5817221,green,green,5160,23.3
New York,6.625,13.8150392227842,8174962,green,green,5161,10.3
New York,6.625,13.8150392227842,8174962,green,green,5161,11.7
Baton Rouge,10.3333333333333,21.5479857059777,663232,yellow,yellow,5161,16.8
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,5163,8.3
San Francisco,7.5,15.6396670446613,870887,green,green,5164,7.3
Yuma,8.3,17.3078981960919,195751,green,green,5164,12.3
Albany,8.65,18.0377493248427,613043,green,green,5165,13.4
Honolulu,3.1,6.46439571179334,847986,green,green,5165,13.4
Baton Rouge,10.3333333333333,21.5479857059777,663232,yellow,yellow,5165,17.4
