city,pm25,pm10,population,color_pm10,color_pm25,population_count,data_value
Detroit,8.4,17.5164270900207,3639050,green,green,3207,12.7
Newark,8.5,17.7249559839495,277149,green,green,3207,24.5
Seattle,5.975,12.4596014122468,3248724,green,green,3207,5.5
New York,6.625,13.8150392227842,8174962,green,green,3207,7.8
Cleveland,9.7,20.2273027110953,1772872,yellow,green,3208,24.7
Denver,8.17222222222222,17.041444609405,693060,green,green,3209,7.5
Springfield,7.1,14.805551468946,646013,green,green,3209,7.9
Denver,8.17222222222222,17.041444609405,693060,green,green,3209,6.4
Phoenix,8.68,18.1003079930214,1447624,green,green,3209,9.4
Davie,5.9,12.3032047418002,101871,green,green,3210,8.6
Baltimore,8.4,17.5164270900207,2266981,green,green,3211,18.1
Minneapolis,7.35,15.3268737037681,382603,green,green,3211,8.2
Washington,7.2,15.0140803628749,4955139,green,green,3211,11.2
Cleveland,9.7,20.2273027110953,1772872,yellow,green,3212,10.1
Raleigh,8.9,18.5590715596648,1139770,green,green,3212,7.9
South Bend,9,18.7676004535936,101045,green,green,3213,14.7
Dallas,8.2,17.099369302163,1317929,green,green,3213,21
Dallas,8.2,17.099369302163,1317929,green,green,3213,12.7
Salt Lake City,8.71666666666667,18.1767685874619,1095726,green,green,3214,5.4
Las Vegas,9.1,18.9761293475224,2270187,green,green,3214,11
Greensboro,8.05,16.7865759612698,336610,green,green,3214,15.8
San Jose,8.75,18.2462782187715,1729674,green,green,3214,7.8
Raleigh,8.9,18.5590715596648,1139770,green,green,3215,6.9
Kansas City,7.6,15.8481959385901,1604389,green,green,3215,11.5
Knoxville,10.25,21.3742116277038,646670,yellow,yellow,3215,10.4
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3216,6.3
New York,6.625,13.8150392227842,8174962,green,green,3216,18.9
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3216,15
San Francisco,7.5,15.6396670446613,870887,green,green,3216,13.3
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3216,12.7
New York,6.625,13.8150392227842,8174962,green,green,3216,11.8
Boston,6.7,13.9714358932308,4249036,green,green,3216,5.1
New York,6.625,13.8150392227842,8174962,green,green,3217,14.2
New York,6.625,13.8150392227842,8174962,green,green,3218,11.4
New York,6.625,13.8150392227842,8174962,green,green,3218,18.4
Kansas City,7.6,15.8481959385901,1604389,green,green,3218,14.6
San Francisco,7.5,15.6396670446613,870887,green,green,3218,4.9
Oakland,7.83333333333333,16.3347633577574,420005,green,green,3218,6.8
Phoenix,8.68,18.1003079930214,1447624,green,green,3219,7.3
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3219,12.3
Des Moines,7.15,14.9098159159105,496779,green,green,3219,8.2
St. Paul,6.65,13.8671714462664,285063,green,green,3219,6.1
Des Moines,7.15,14.9098159159105,496779,green,green,3219,9.6
Stockton,12.65,26.3789050819954,403353,yellow,yellow,3220,13.6
New York,6.625,13.8150392227842,8174962,green,green,3220,9.2
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3221,11
Cleveland,9.7,20.2273027110953,1772872,yellow,green,3222,11.4
Baltimore,8.4,17.5164270900207,2266981,green,green,3222,9.5
Philadelphia,9.46,19.7268333656661,5585211,green,green,3222,8.7
El Paso,9.6,20.0187738171665,876991,yellow,green,3223,20.4
New York,6.625,13.8150392227842,8174962,green,green,3223,8
Baltimore,8.4,17.5164270900207,2266981,green,green,3223,4.9
Fort Wayne,8.36666666666667,17.4469174587111,326960,green,green,3223,19.7
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3224,14.8
Nashville,9.1,18.9761293475224,969587,green,green,3224,9.3
Durham,8.65,18.0377493248427,382537,green,green,3225,17.2
New York,6.625,13.8150392227842,8174962,green,green,3225,11.9
Greensboro,8.05,16.7865759612698,336610,green,green,3226,5.4
Jacksonville,7.3,15.2226092568037,1171962,green,green,3226,17.9
Baltimore,8.4,17.5164270900207,2266981,green,green,3226,16.3
Cleveland,9.7,20.2273027110953,1772872,yellow,green,3226,16.3
Richmond,8.5,17.7249559839495,1029581,green,green,3227,10.6
New York,6.625,13.8150392227842,8174962,green,green,3228,13.2
Davie,5.9,12.3032047418002,101871,green,green,3228,11.6
Newark,8.5,17.7249559839495,277149,green,green,3228,17.8
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3228,7.9
Albuquerque,5,10.4264446964409,826787,green,green,3228,10.3
Bloomington,6.7,13.9714358932308,159549,green,green,3228,8.9
Honolulu,3.1,6.46439571179334,847986,green,green,3228,13.8
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3228,11.8
Albuquerque,5,10.4264446964409,826787,green,green,3229,8.7
Baltimore,8.4,17.5164270900207,2266981,green,green,3229,9.7
Baltimore,8.4,17.5164270900207,2266981,green,green,3230,12.5
Phoenix,8.68,18.1003079930214,1447624,green,green,3230,9.7
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3231,12.4
North Las Vegas,10.2,21.2699471807394,216686,yellow,yellow,3232,17.3
Tempe,7.35,15.3268737037681,161780,green,green,3232,6.6
New York,6.625,13.8150392227842,8174962,green,green,3233,11.4
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3233,7.9
Boston,6.7,13.9714358932308,4249036,green,green,3234,9.4
Phoenix,8.68,18.1003079930214,1447624,green,green,3234,6.1
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3235,10.1
St. Paul,6.65,13.8671714462664,285063,green,green,3235,11.1
Philadelphia,9.46,19.7268333656661,5585211,green,green,3235,11.6
San Francisco,7.5,15.6396670446613,870887,green,green,3235,2.9
Reno,6,12.5117336357291,446831,green,green,3236,11.8
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3236,12.6
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3236,8.3
New York,6.625,13.8150392227842,8174962,green,green,3236,14.2
Camden,9.7,20.2273027110953,79877,yellow,green,3237,21
San Jose,8.75,18.2462782187715,1729674,green,green,3237,10.8
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3237,9.1
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3237,12
Mesa,6.7,13.9714358932308,440134,green,green,3238,7.8
New York,6.625,13.8150392227842,8174962,green,green,3238,10.4
Omaha,7.3,15.2226092568037,780190,green,green,3239,9.8
St. Louis,8.8375,18.4287410009592,2183942,green,green,3239,6.1
Durham,8.65,18.0377493248427,382537,green,green,3239,6.7
San Jose,8.75,18.2462782187715,1729674,green,green,3239,7.8
Jacksonville,7.3,15.2226092568037,1171962,green,green,3240,13.6
Worcester,5.9,12.3032047418002,517572,green,green,3240,8.9
Detroit,8.4,17.5164270900207,3639050,green,green,3240,19.3
Boston,6.7,13.9714358932308,4249036,green,green,3240,4.6
Omaha,7.3,15.2226092568037,780190,green,green,3241,10
Napa,8.5,17.7249559839495,136484,green,green,3242,8.2
Oakland,7.83333333333333,16.3347633577574,420005,green,green,3243,11.6
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3243,5.8
San Francisco,7.5,15.6396670446613,870887,green,green,3243,7.1
Baltimore,8.4,17.5164270900207,2266981,green,green,3243,13
Detroit,8.4,17.5164270900207,3639050,green,green,3243,23
New York,6.625,13.8150392227842,8174962,green,green,3245,8.8
San Jose,8.75,18.2462782187715,1729674,green,green,3245,7.4
New York,6.625,13.8150392227842,8174962,green,green,3246,7.7
Greensboro,8.05,16.7865759612698,336610,green,green,3246,11
Chico,7.7,16.0567248325189,220000,green,green,3247,4.4
Dallas,8.2,17.099369302163,1317929,green,green,3247,17.3
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3247,11
New York,6.625,13.8150392227842,8174962,green,green,3247,13.1
Phoenix,8.68,18.1003079930214,1447624,green,green,3248,11.6
Fresno,13.05,27.2130206577107,711610,yellow,yellow,3248,7.8
Nashville,9.1,18.9761293475224,969587,green,green,3248,10.7
Philadelphia,9.46,19.7268333656661,5585211,green,green,3248,19.6
Sparks,7,14.5970225750172,90258,green,green,3248,7.5
Las Vegas,9.1,18.9761293475224,2270187,green,green,3249,8.7
Honolulu,3.1,6.46439571179334,847986,green,green,3250,9.7
New York,6.625,13.8150392227842,8174962,green,green,3250,13.4
Fort Wayne,8.36666666666667,17.4469174587111,326960,green,green,3250,9.8
El Paso,9.6,20.0187738171665,876991,yellow,green,3250,17.9
New York,6.625,13.8150392227842,8174962,green,green,3250,10.5
Cleveland,9.7,20.2273027110953,1772872,yellow,green,3250,15
Seattle,5.975,12.4596014122468,3248724,green,green,3251,4.9
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3252,8
New York,6.625,13.8150392227842,8174962,green,green,3252,9.2
Knoxville,10.25,21.3742116277038,646670,yellow,yellow,3252,9.7
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3252,8.5
New York,6.625,13.8150392227842,8174962,green,green,3252,12.7
St. Paul,6.65,13.8671714462664,285063,green,green,3252,12.1
Baltimore,8.4,17.5164270900207,2266981,green,green,3253,9.8
Long Beach,10.6333333333333,22.1735723877643,462236,yellow,yellow,3253,6.2
Boston,6.7,13.9714358932308,4249036,green,green,3253,7.8
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3254,11.3
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3254,14.6
New York,6.625,13.8150392227842,8174962,green,green,3254,8.3
Cleveland,9.7,20.2273027110953,1772872,yellow,green,3254,12.8
New York,6.625,13.8150392227842,8174962,green,green,3254,10.1
New York,6.625,13.8150392227842,8174962,green,green,3255,5.4
Las Vegas,9.1,18.9761293475224,2270187,green,green,3255,13
Springfield,7.1,14.805551468946,646013,green,green,3255,16.1
Washington,7.2,15.0140803628749,4955139,green,green,3255,5.4
Hartford,7.25,15.1183448098393,962996,green,green,3255,16.6
Detroit,8.4,17.5164270900207,3639050,green,green,3256,19.9
New York,6.625,13.8150392227842,8174962,green,green,3256,10.6
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3256,8.1
Des Moines,7.15,14.9098159159105,496779,green,green,3257,7.7
New York,6.625,13.8150392227842,8174962,green,green,3258,10.4
New York,6.625,13.8150392227842,8174962,green,green,3259,11.1
Charleston,7.3,15.2226092568037,227078,green,green,3259,8.9
Albuquerque,5,10.4264446964409,826787,green,green,3259,8.3
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3259,14.3
Miami,7.85,16.3695181734122,5817221,green,green,3260,16.7
Wilmington,8.9,18.5590715596648,254884,green,green,3260,9
Dallas,8.2,17.099369302163,1317929,green,green,3261,7.7
Dallas,8.2,17.099369302163,1317929,green,green,3261,14.2
Newark,8.5,17.7249559839495,277149,green,green,3262,23.3
New York,6.625,13.8150392227842,8174962,green,green,3262,5.2
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3262,7.1
Dallas,8.2,17.099369302163,1317929,green,green,3263,10
San Francisco,7.5,15.6396670446613,870887,green,green,3264,5.1
San Francisco,7.5,15.6396670446613,870887,green,green,3264,5.9
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3264,10.8
Las Vegas,9.1,18.9761293475224,2270187,green,green,3264,10.7
Honolulu,3.1,6.46439571179334,847986,green,green,3264,10.1
Concord,5.9,12.3032047418002,650099,green,green,3264,18.1
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3265,12.3
Baltimore,8.4,17.5164270900207,2266981,green,green,3265,7.9
Boston,6.7,13.9714358932308,4249036,green,green,3265,14.1
New York,6.625,13.8150392227842,8174962,green,green,3265,14.6
Concord,5.9,12.3032047418002,650099,green,green,3265,10.9
Portsmouth,5.55,11.5733536130494,79499,green,green,3266,9.9
St. Louis,8.8375,18.4287410009592,2183942,green,green,3267,20
Salt Lake City,8.71666666666667,18.1767685874619,1095726,green,green,3267,6.2
New York,6.625,13.8150392227842,8174962,green,green,3268,12.4
Camden,9.7,20.2273027110953,79877,yellow,green,3268,15.1
Albuquerque,5,10.4264446964409,826787,green,green,3269,9.8
Cedar Rapids,7.8,16.2652537264478,257940,green,green,3269,7.9
Erie,7.7,16.0567248325189,280566,green,green,3269,12.4
Baltimore,8.4,17.5164270900207,2266981,green,green,3269,15.6
Reno,6,12.5117336357291,446831,green,green,3270,12.2
Providence,7.8,16.2652537264478,1196451,green,green,3270,7.3
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3270,5.3
Wilmington,8.9,18.5590715596648,254884,green,green,3271,18
Davenport,8.1,16.8908404082342,102612,green,green,3272,10.5
New York,6.625,13.8150392227842,8174962,green,green,3272,5.4
Bloomington,6.7,13.9714358932308,159549,green,green,3273,6.3
New York,6.625,13.8150392227842,8174962,green,green,3273,13.4
New York,6.625,13.8150392227842,8174962,green,green,3273,12.5
Springfield,7.1,14.805551468946,646013,green,green,3273,11.5
Nashville,9.1,18.9761293475224,969587,green,green,3274,14.9
Gary,9.175,19.132526017969,76424,green,green,3274,21.7
St. Louis,8.8375,18.4287410009592,2183942,green,green,3274,9.4
Minneapolis,7.35,15.3268737037681,382603,green,green,3274,7.1
Fall River,5.4,11.2605602721561,88857,green,green,3274,12.7
Glendale,6.7,13.9714358932308,226441,green,green,3274,9.5
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3275,11.1
Folsom,6.25,13.0330558705511,72199,green,green,3275,9.1
New York,6.625,13.8150392227842,8174962,green,green,3275,8.8
Fayetteville,8.5,17.7249559839495,328726,green,green,3275,7.7
Wilmington,8.9,18.5590715596648,254884,green,green,3275,12.1
Erie,7.7,16.0567248325189,280566,green,green,3276,13
Davenport,8.1,16.8908404082342,102612,green,green,3277,14.8
Virginia Beach,6.7,13.9714358932308,1459945,green,green,3277,4.1
New York,6.625,13.8150392227842,8174962,green,green,3277,9.3
New York,6.625,13.8150392227842,8174962,green,green,3278,12.1
Baton Rouge,10.3333333333333,21.5479857059777,663232,yellow,yellow,3278,13.7
Phoenix,8.68,18.1003079930214,1447624,green,green,3279,8.4
Springfield,7.1,14.805551468946,646013,green,green,3279,10.8
Detroit,8.4,17.5164270900207,3639050,green,green,3280,15.9
Jersey City,8.75,18.2462782187715,264152,green,green,3280,9.8
Seattle,5.975,12.4596014122468,3248724,green,green,3280,5.7
Washington,7.2,15.0140803628749,4955139,green,green,3280,14
Kansas City,7.6,15.8481959385901,1604389,green,green,3281,8.8
Dallas,8.2,17.099369302163,1317929,green,green,3281,13.4
Baton Rouge,10.3333333333333,21.5479857059777,663232,yellow,yellow,3281,16.2
Baltimore,8.4,17.5164270900207,2266981,green,green,3281,15.3
Jacksonville,7.3,15.2226092568037,1171962,green,green,3281,20.7
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3282,12
Newark,8.5,17.7249559839495,277149,green,green,3282,15.1
Hartford,7.25,15.1183448098393,962996,green,green,3283,14.7
Phoenix,8.68,18.1003079930214,1447624,green,green,3283,12.6
Lexington,8.5,17.7249559839495,18931,green,green,3284,8.3
Richmond,8.5,17.7249559839495,1029581,green,green,3284,10.2
Phoenix,8.68,18.1003079930214,1447624,green,green,3285,16.7
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3285,13.5
Phoenix,8.68,18.1003079930214,1447624,green,green,3285,7.7
Albuquerque,5,10.4264446964409,826787,green,green,3285,9.5
Kansas City,7.6,15.8481959385901,1604389,green,green,3285,9.5
San Francisco,7.5,15.6396670446613,870887,green,green,3286,8.1
Nashville,9.1,18.9761293475224,969587,green,green,3287,9.9
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3287,10.9
Las Vegas,9.1,18.9761293475224,2270187,green,green,3288,8.5
Long Beach,10.6333333333333,22.1735723877643,462236,yellow,yellow,3288,7.6
Greensboro,8.05,16.7865759612698,336610,green,green,3289,8.6
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3289,6.3
Portsmouth,5.55,11.5733536130494,79499,green,green,3289,13.2
Washington,7.2,15.0140803628749,4955139,green,green,3290,13.7
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3290,7.7
Louisville,8.15,16.9951048551986,1031932,green,green,3291,10.4
New York,6.625,13.8150392227842,8174962,green,green,3292,10.6
Bloomington,6.7,13.9714358932308,159549,green,green,3292,7.9
Omaha,7.3,15.2226092568037,780190,green,green,3292,4.7
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3293,12.1
Honolulu,3.1,6.46439571179334,847986,green,green,3293,21.1
Henderson,7.4,15.4311381507325,257295,green,green,3293,9.7
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3293,6.6
Washington,7.2,15.0140803628749,4955139,green,green,3293,14.5
Minneapolis,7.35,15.3268737037681,382603,green,green,3294,3
Bloomington,6.7,13.9714358932308,159549,green,green,3294,6.9
Phoenix,8.68,18.1003079930214,1447624,green,green,3295,6.7
Springfield,7.1,14.805551468946,646013,green,green,3295,18.2
New York,6.625,13.8150392227842,8174962,green,green,3295,5.4
New York,6.625,13.8150392227842,8174962,green,green,3295,9.4
Detroit,8.4,17.5164270900207,3639050,green,green,3295,20.8
San Jose,8.75,18.2462782187715,1729674,green,green,3295,9.9
Detroit,8.4,17.5164270900207,3639050,green,green,3296,18.7
New York,6.625,13.8150392227842,8174962,green,green,3296,9.4
New York,6.625,13.8150392227842,8174962,green,green,3296,11.5
San Jose,8.75,18.2462782187715,1729674,green,green,3296,8.5
Provo,8.3,17.3078981960919,112493,green,green,3296,6.5
Dallas,8.2,17.099369302163,1317929,green,green,3297,13.4
Henderson,7.4,15.4311381507325,257295,green,green,3297,8.4
Fresno,13.05,27.2130206577107,711610,yellow,yellow,3298,9.5
Fort Wayne,8.36666666666667,17.4469174587111,326960,green,green,3298,7.7
Rochester,6.1,12.7202625296579,732692,green,green,3299,8.8
New York,6.625,13.8150392227842,8174962,green,green,3299,10.5
Nashville,9.1,18.9761293475224,969587,green,green,3299,17.3
Anchorage,5.65,11.7818825069782,380821,green,green,3299,8.5
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3299,9.3
St. Louis,8.8375,18.4287410009592,2183942,green,green,3299,7.7
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3300,12.5
Phoenix,8.68,18.1003079930214,1447624,green,green,3300,10.7
Detroit,8.4,17.5164270900207,3639050,green,green,3300,19.8
New York,6.625,13.8150392227842,8174962,green,green,3300,13.6
Las Vegas,9.1,18.9761293475224,2270187,green,green,3301,10.8
New York,6.625,13.8150392227842,8174962,green,green,3301,5
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3301,10.6
Detroit,8.4,17.5164270900207,3639050,green,green,3301,17.1
Seattle,5.975,12.4596014122468,3248724,green,green,3302,4.6
New York,6.625,13.8150392227842,8174962,green,green,3302,12.8
Stockton,12.65,26.3789050819954,403353,yellow,yellow,3303,12.3
Modesto,9.85,20.5400960519885,384558,yellow,green,3303,13
New York,6.625,13.8150392227842,8174962,green,green,3303,11.8
Boston,6.7,13.9714358932308,4249036,green,green,3303,14.7
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3303,14.2
Chico,7.7,16.0567248325189,220000,green,green,3304,7.2
Rochester,6.1,12.7202625296579,732692,green,green,3305,6.4
Las Vegas,9.1,18.9761293475224,2270187,green,green,3305,5.5
New York,6.625,13.8150392227842,8174962,green,green,3305,12.8
Lexington,8.5,17.7249559839495,18931,green,green,3306,7.7
New York,6.625,13.8150392227842,8174962,green,green,3306,12.4
St. Paul,6.65,13.8671714462664,285063,green,green,3307,5.1
Honolulu,3.1,6.46439571179334,847986,green,green,3307,11.5
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3307,6.1
New York,6.625,13.8150392227842,8174962,green,green,3307,8.6
Springfield,7.1,14.805551468946,646013,green,green,3308,14.3
Oakland,7.83333333333333,16.3347633577574,420005,green,green,3308,11.2
Washington,7.2,15.0140803628749,4955139,green,green,3309,13.6
Washington,7.2,15.0140803628749,4955139,green,green,3310,10.4
Detroit,8.4,17.5164270900207,3639050,green,green,3310,19.6
Honolulu,3.1,6.46439571179334,847986,green,green,3310,7.6
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3310,13
Philadelphia,9.46,19.7268333656661,5585211,green,green,3311,19.4
Newark,8.5,17.7249559839495,277149,green,green,3311,19.6
Hartford,7.25,15.1183448098393,962996,green,green,3311,11.6
Louisville,8.15,16.9951048551986,1031932,green,green,3312,12.7
Lynn,5,10.4264446964409,90329,green,green,3312,10.1
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3313,13.8
New York,6.625,13.8150392227842,8174962,green,green,3313,13.2
Philadelphia,9.46,19.7268333656661,5585211,green,green,3313,19.2
New York,6.625,13.8150392227842,8174962,green,green,3313,7.7
New York,6.625,13.8150392227842,8174962,green,green,3313,12.3
Denver,8.17222222222222,17.041444609405,693060,green,green,3313,5.3
New York,6.625,13.8150392227842,8174962,green,green,3314,12.1
Fresno,13.05,27.2130206577107,711610,yellow,yellow,3314,13.4
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3315,11.2
St. Louis,8.8375,18.4287410009592,2183942,green,green,3316,19.1
Reno,6,12.5117336357291,446831,green,green,3316,9.3
El Paso,9.6,20.0187738171665,876991,yellow,green,3316,13.1
Richmond,8.5,17.7249559839495,1029581,green,green,3316,8.7
Durham,8.65,18.0377493248427,382537,green,green,3316,12.7
Des Moines,7.15,14.9098159159105,496779,green,green,3316,7
New York,6.625,13.8150392227842,8174962,green,green,3317,9.7
New York,6.625,13.8150392227842,8174962,green,green,3318,4.1
Glendale,6.7,13.9714358932308,226441,green,green,3318,6.2
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3319,13.9
New York,6.625,13.8150392227842,8174962,green,green,3319,10.9
Honolulu,3.1,6.46439571179334,847986,green,green,3319,12.7
Honolulu,3.1,6.46439571179334,847986,green,green,3320,5.4
New York,6.625,13.8150392227842,8174962,green,green,3320,9.4
Jacksonville,7.3,15.2226092568037,1171962,green,green,3320,10.2
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3320,12.6
Albuquerque,5,10.4264446964409,826787,green,green,3320,8.6
Fort Wayne,8.36666666666667,17.4469174587111,326960,green,green,3321,13.5
Santa Maria,7,14.5970225750172,99597,green,green,3321,10.9
Reno,6,12.5117336357291,446831,green,green,3322,9.7
New York,6.625,13.8150392227842,8174962,green,green,3322,10.8
New York,6.625,13.8150392227842,8174962,green,green,3322,5.3
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3323,13.5
Oakland,7.83333333333333,16.3347633577574,420005,green,green,3323,13.8
Simi Valley,8.65,18.0377493248427,124239,green,green,3324,8.5
Honolulu,3.1,6.46439571179334,847986,green,green,3325,8.4
Mesa,6.7,13.9714358932308,440134,green,green,3325,7.3
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3325,5.7
Virginia Beach,6.7,13.9714358932308,1459945,green,green,3325,11.4
New York,6.625,13.8150392227842,8174962,green,green,3325,4.9
Mesa,6.7,13.9714358932308,440134,green,green,3326,10
Detroit,8.4,17.5164270900207,3639050,green,green,3326,13.9
Atlanta,10.8,22.5211205443123,5142140,yellow,yellow,3326,20.8
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3326,10.4
Worcester,5.9,12.3032047418002,517572,green,green,3327,12.8
Napa,8.5,17.7249559839495,136484,green,green,3328,8.9
Fresno,13.05,27.2130206577107,711610,yellow,yellow,3328,13.1
Dallas,8.2,17.099369302163,1317929,green,green,3328,12.8
St. Louis,8.8375,18.4287410009592,2183942,green,green,3329,18.3
New York,6.625,13.8150392227842,8174962,green,green,3329,3.7
Boston,6.7,13.9714358932308,4249036,green,green,3329,9.1
Kansas City,7.6,15.8481959385901,1604389,green,green,3330,8.6
Simi Valley,8.65,18.0377493248427,124239,green,green,3331,9.7
Newark,8.5,17.7249559839495,277149,green,green,3331,13.1
Louisville,8.15,16.9951048551986,1031932,green,green,3331,13
Charleston,7.3,15.2226092568037,227078,green,green,3332,11.6
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3332,8.8
Philadelphia,9.46,19.7268333656661,5585211,green,green,3332,20.1
Tempe,7.35,15.3268737037681,161780,green,green,3333,9.3
New York,6.625,13.8150392227842,8174962,green,green,3333,12.3
Lancaster,8.95,18.6633360066292,448969,green,green,3334,10
Cleveland,9.7,20.2273027110953,1772872,yellow,green,3334,14.4
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3335,4.8
Bloomington,6.7,13.9714358932308,159549,green,green,3335,7.3
Honolulu,3.1,6.46439571179334,847986,green,green,3335,12.3
Miami,7.85,16.3695181734122,5817221,green,green,3336,20.8
Glendale,6.7,13.9714358932308,226441,green,green,3336,7.9
New York,6.625,13.8150392227842,8174962,green,green,3336,8.8
Kansas City,7.6,15.8481959385901,1604389,green,green,3337,15.1
Phoenix,8.68,18.1003079930214,1447624,green,green,3337,8.1
Livermore,7.5,15.6396670446613,89115,green,green,3337,6.5
El Paso,9.6,20.0187738171665,876991,yellow,green,3337,20.5
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3338,11.4
Denver,8.17222222222222,17.041444609405,693060,green,green,3338,7.3
Dallas,8.2,17.099369302163,1317929,green,green,3339,7.5
Minneapolis,7.35,15.3268737037681,382603,green,green,3339,13.8
Omaha,7.3,15.2226092568037,780190,green,green,3340,11.2
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3340,9.4
Chico,7.7,16.0567248325189,220000,green,green,3341,3.1
New York,6.625,13.8150392227842,8174962,green,green,3341,14.8
New York,6.625,13.8150392227842,8174962,green,green,3341,10
New York,6.625,13.8150392227842,8174962,green,green,3341,9.7
Washington,7.2,15.0140803628749,4955139,green,green,3342,2.8
Detroit,8.4,17.5164270900207,3639050,green,green,3342,14
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3343,14.4
Jersey City,8.75,18.2462782187715,264152,green,green,3343,16.2
Fresno,13.05,27.2130206577107,711610,yellow,yellow,3343,5.8
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3344,13.8
Baltimore,8.4,17.5164270900207,2266981,green,green,3344,4.8
Chico,7.7,16.0567248325189,220000,green,green,3344,6.1
Baltimore,8.4,17.5164270900207,2266981,green,green,3344,16.9
New York,6.625,13.8150392227842,8174962,green,green,3344,12.5
Oakland,7.83333333333333,16.3347633577574,420005,green,green,3345,13.5
Kansas City,7.6,15.8481959385901,1604389,green,green,3346,14.5
Clovis,12.2,25.4405250593157,95631,yellow,yellow,3346,7.5
Detroit,8.4,17.5164270900207,3639050,green,green,3346,19
Newark,8.5,17.7249559839495,277149,green,green,3346,19
Honolulu,3.1,6.46439571179334,847986,green,green,3346,12.3
New York,6.625,13.8150392227842,8174962,green,green,3346,4.2
New York,6.625,13.8150392227842,8174962,green,green,3347,11.9
Auburn,5.9,12.3032047418002,13305,green,green,3347,6.4
Fort Wayne,8.36666666666667,17.4469174587111,326960,green,green,3347,11.3
South Bend,9,18.7676004535936,101045,green,green,3348,9.5
Detroit,8.4,17.5164270900207,3639050,green,green,3348,18.3
Boston,6.7,13.9714358932308,4249036,green,green,3349,10.6
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3349,5.2
Seattle,5.975,12.4596014122468,3248724,green,green,3349,6.4
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3350,16.2
Boston,6.7,13.9714358932308,4249036,green,green,3350,10.7
Fort Collins,6.8,14.1799647871596,144344,green,green,3351,6.5
St. Louis,8.8375,18.4287410009592,2183942,green,green,3351,10.3
Bridgeport,8.6,17.9334848778783,144236,green,green,3351,11.6
Cleveland,9.7,20.2273027110953,1772872,yellow,green,3352,31.1
Philadelphia,9.46,19.7268333656661,5585211,green,green,3353,18.6
